NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Agronomia,14502,Agronomia,"""0811A04""",8,"Agricultura, silvicultura, pesca e veterinária",81,Agricultura,811,"Produção agrícola, agropecuária e zootecnia",1,1,1,1,1,160,160,0,0,120,0,40,0,1102,1102,0,0,1095,0,7,0,104,38,66,104,0,100,0,100,0,0,0,0,0,1,0,3,1,67,13,9,8,3,2,1,34,18,44,4,0,4,436,180,256,436,0,1,262,95,34,20,17,6,1,164,49,201,10,0,12,18,7,11,18,0,0,7,4,2,2,2,1,0,8,0,10,0,0,0,104,0,436,0,18,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,0,5,6,22,14,8,0,9,12,0,0,0,0,0,0,9,87,0,0,14,90,0,31,405,0,4,14,0,0,0,0,0,35,0,35,5,40,1,40,2,5,0,5,1
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Aqüicultura,1557116,Aquicultura,"""0831A01""",8,"Agricultura, silvicultura, pesca e veterinária",83,Pesca,831,Pesca,3,1,1,1,1,60,60,0,0,60,0,0,0,626,626,0,0,626,0,0,0,51,19,32,51,0,51,0,51,0,0,0,0,0,0,0,0,0,19,3,6,6,11,5,1,19,7,23,0,0,2,50,18,32,50,0,0,19,3,6,6,10,5,1,18,7,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,3,3,7,5,4,0,3,2,0,0,0,0,0,0,1,0,0,0,10,41,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Ciência Da Computação,1102628,Ciência da computação,"""0614C01""",6,Computação e Tecnologias da Informação e Comunicação (TIC),61,Computação e Tecnologias da Informação e Comunicação (TIC),614,Ciência da computação,1,1,1,1,1,100,100,0,0,80,0,20,0,1404,1404,0,0,1386,0,18,0,85,15,70,85,0,80,0,80,0,0,0,0,0,2,0,3,6,68,8,1,1,1,0,0,40,7,35,1,0,2,376,48,328,376,0,6,279,62,17,4,8,0,0,180,33,152,1,1,9,9,2,7,9,0,0,5,3,1,0,0,0,0,5,1,3,0,0,0,85,0,376,0,9,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,2,0,2,2,0,0,0,0,0,0,19,46,0,0,7,78,0,13,363,0,0,9,0,0,0,0,0,10,0,9,1,8,0,8,1,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Ciências Agrícolas,103084,Ciências agrárias formação de professor,"""0114C01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Ciências Biológicas,14506,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1,1,1,1,1,100,100,0,0,80,0,20,0,1078,1078,0,0,1071,0,7,0,75,44,31,75,0,69,0,69,0,0,0,0,0,5,0,1,2,64,4,1,0,4,0,0,31,6,37,1,0,0,349,229,120,349,0,2,254,63,16,6,7,1,0,134,39,166,5,2,3,21,16,5,21,0,0,8,12,1,0,0,0,0,9,4,8,0,0,0,75,0,349,0,21,0,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,8,5,2,0,5,3,0,0,0,0,0,0,7,39,0,0,5,70,0,11,338,0,0,21,0,0,0,0,0,25,0,24,6,21,0,21,6,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Ciências Biológicas,14512,Biologia formação de professor,"""0114B01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,1,1,1,180,80,100,0,160,0,20,0,1434,605,829,0,1406,0,28,0,155,88,67,72,83,141,0,141,0,0,0,0,0,9,0,5,2,115,16,10,6,5,1,0,50,25,76,1,0,3,709,387,322,350,359,3,461,123,46,40,26,9,1,226,110,355,6,0,12,40,20,20,20,20,0,16,10,7,6,1,0,0,16,9,14,1,0,0,155,0,709,0,40,0,14,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,4,3,15,9,7,0,6,6,1,0,0,0,0,1,10,110,0,0,13,142,0,32,677,0,2,38,0,0,0,0,0,31,0,29,5,36,0,35,3,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Ciências Do Consumo,1377529,"Programas interdisciplinares abrangendo ciências sociais, comunicação e informação","""0388P01""",3,"Ciências sociais, comunicação e informação",38,"Programas interdisciplinares abrangendo ciências sociais, comunicação e informação",388,"Programas interdisciplinares abrangendo ciências sociais, comunicação e informação",1,1,1,1,1,120,120,0,0,80,0,40,0,825,825,0,0,819,0,6,0,69,41,28,69,0,66,0,66,0,0,0,0,0,3,0,0,0,43,7,6,4,5,0,4,29,6,30,0,0,4,232,137,95,232,0,0,132,37,24,10,18,5,6,86,24,110,4,0,8,4,3,1,4,0,0,3,1,0,0,0,0,0,1,0,3,0,0,0,69,0,232,0,4,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,3,4,13,6,5,0,5,7,0,0,0,0,0,0,3,49,0,0,11,58,0,17,215,0,1,3,0,0,0,0,0,7,0,7,0,10,0,10,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Ciências Econômicas,14515,Economia,"""0311E01""",3,"Ciências sociais, comunicação e informação",31,Ciências sociais e comportamentais,311,Economia,1,1,1,1,1,100,0,100,0,80,0,20,0,704,0,704,0,696,0,8,0,84,24,60,0,84,79,0,79,0,0,0,0,0,4,0,1,4,54,11,3,4,8,0,0,31,8,43,2,0,0,321,86,235,0,321,4,162,81,26,19,25,4,0,125,26,162,2,1,5,13,7,6,0,13,0,5,4,1,0,2,1,0,4,2,6,0,0,1,84,0,321,0,13,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,2,6,4,3,0,1,2,0,0,0,0,0,0,13,69,0,0,6,78,0,8,313,0,0,13,0,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Ciências Sociais,14513,Ciências sociais,"""0312C02""",3,"Ciências sociais, comunicação e informação",31,Ciências sociais e comportamentais,312,Ciências sociais e políticas,1,1,1,1,1,120,60,60,0,80,0,40,0,678,324,354,0,669,0,9,0,82,48,34,42,40,76,0,76,0,0,0,0,0,6,0,0,3,40,17,9,5,6,2,0,26,14,39,0,0,3,303,161,142,142,161,3,132,64,33,22,28,17,4,91,56,138,4,0,14,11,6,5,6,5,0,4,3,0,0,3,1,0,2,1,8,0,0,0,82,0,303,0,11,0,13,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,8,3,2,0,3,5,0,0,0,0,0,0,17,89,0,0,7,75,0,18,284,1,0,11,0,0,0,0,0,11,0,8,2,14,0,13,1,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Computação,43917,Computação formação de professor,"""0114C05""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,1,1,1,100,0,100,0,80,0,20,0,883,0,883,0,874,0,9,0,81,12,69,0,81,75,0,75,0,0,0,0,0,5,0,1,3,42,11,9,7,8,1,0,35,11,31,0,0,4,304,36,268,0,304,3,148,46,41,25,33,7,1,125,24,135,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,304,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1,1,7,3,2,0,1,4,0,0,0,0,0,0,15,67,0,0,6,75,0,15,289,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Economia Doméstica,14500,Economia doméstica,"""1011E01""",10,Serviços,101,Serviços pessoais,1011,Serviços domésticos,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,10,0,0,2,2,1,1,0,4,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Educação Física,1102627,Educação física formação de professor,"""0114E03""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,1,1,1,100,100,0,0,80,0,20,0,1633,1633,0,0,1617,0,16,0,75,29,46,75,0,67,0,67,0,0,0,0,0,5,0,3,2,50,15,4,3,0,1,0,24,12,39,0,0,0,324,133,191,324,0,2,172,67,38,23,15,5,2,90,59,164,4,0,7,20,9,11,20,0,0,2,7,4,4,3,0,0,6,4,9,1,0,0,75,0,324,0,20,0,8,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,7,4,2,0,1,3,0,0,0,0,0,0,9,65,0,0,7,68,0,16,308,0,0,20,0,0,0,0,0,9,0,9,0,8,0,8,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Engenharia Agrícola E Ambiental,57872,Engenharia agrícola,"""0811E01""",8,"Agricultura, silvicultura, pesca e veterinária",81,Agricultura,811,"Produção agrícola, agropecuária e zootecnia",1,1,1,1,1,120,120,0,0,80,0,40,0,576,576,0,0,572,0,4,0,72,36,36,72,0,69,0,69,0,0,0,0,0,3,0,0,1,49,8,5,5,3,1,0,19,8,42,1,0,2,257,129,128,257,0,1,168,39,18,9,12,6,4,74,36,134,4,0,9,7,3,4,7,0,0,4,3,0,0,0,0,0,0,3,4,0,0,0,72,0,257,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,0,5,2,10,8,8,0,6,3,0,0,0,0,0,0,2,83,0,0,10,62,0,21,236,0,5,2,0,0,0,0,0,13,1,12,0,22,0,22,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Engenharia Ambiental,1448711,Engenharia ambiental,"""0712E01""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,712,Tecnologia de proteção ambiental,1,1,1,1,1,80,80,0,0,80,0,0,0,449,449,0,0,449,0,0,0,60,37,23,60,0,60,0,60,0,0,0,0,0,0,0,0,5,47,3,3,2,0,0,0,28,5,27,0,0,0,162,96,66,162,0,5,141,9,4,2,0,1,0,72,15,73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,2,26,0,0,6,54,0,6,156,0,0,0,0,0,0,0,0,5,0,5,0,12,0,11,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Engenharia De Pesca,14504,Engenharia de pesca,"""0831E01""",8,"Agricultura, silvicultura, pesca e veterinária",83,Pesca,831,Pesca,1,1,1,1,1,120,120,0,0,80,0,40,0,584,584,0,0,583,0,1,0,67,16,51,67,0,67,0,67,0,0,0,0,0,0,0,0,1,42,1,5,8,7,3,0,30,6,26,1,1,3,245,64,181,245,0,1,146,34,17,16,21,10,0,95,29,113,1,1,6,9,3,6,9,0,0,3,5,0,1,0,0,0,2,1,6,0,0,0,67,0,244,1,9,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,2,3,17,9,6,0,4,9,0,0,0,0,0,0,4,75,0,0,9,58,0,25,220,0,5,4,0,0,0,0,0,9,0,9,0,17,0,17,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Engenharia Florestal,14503,Engenharia florestal,"""0821E01""",8,"Agricultura, silvicultura, pesca e veterinária",82,Silvicultura,821,Silvicultura,1,1,1,1,1,120,120,0,0,80,0,40,0,561,561,0,0,558,0,3,0,74,44,30,74,0,73,0,73,0,0,0,0,0,0,0,1,1,58,6,3,4,1,1,0,25,9,40,0,0,0,304,165,139,304,0,1,212,57,17,11,2,3,1,94,42,160,3,1,4,8,8,0,8,0,0,4,4,0,0,0,0,0,2,1,5,0,0,0,74,0,304,0,8,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,1,4,9,4,2,0,2,7,0,0,0,0,0,0,3,65,0,0,9,65,0,15,288,1,0,8,0,0,0,0,0,17,0,16,1,23,0,23,2,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Física,14510,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,1,1,1,120,60,60,0,80,0,40,0,454,221,233,0,450,0,4,0,74,22,52,37,37,72,0,72,0,0,0,0,0,2,0,0,2,51,5,5,3,6,1,1,21,7,41,1,0,4,258,61,197,113,145,2,158,43,22,14,15,2,2,84,28,137,1,1,7,9,2,7,1,8,0,5,3,1,0,0,0,0,1,2,6,0,0,0,74,0,258,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,4,3,14,10,7,0,9,5,0,0,0,0,0,0,4,68,0,0,8,66,0,17,241,0,2,7,0,0,0,0,0,10,0,10,0,8,0,8,1,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Gastronomia,92075,Gastronomia,"""1013G01""",10,Serviços,101,Serviços pessoais,1013,Serviços de alimentação,1,1,1,1,1,60,60,0,0,60,0,0,0,1809,1809,0,0,1809,0,0,0,60,31,29,60,0,60,0,60,0,0,0,0,0,0,0,0,1,41,6,5,3,3,0,1,28,10,20,0,0,2,239,132,107,239,0,1,140,31,19,16,23,6,3,82,32,111,1,2,11,3,2,1,3,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,60,0,238,1,3,0,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,3,2,2,0,2,1,0,0,0,0,0,0,12,23,0,0,4,56,0,6,233,0,0,3,0,0,0,0,0,8,0,7,0,5,0,5,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,História,14514,História formação de professor,"""0114H01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,1,1,1,100,0,100,0,80,0,20,0,920,0,920,0,904,0,16,0,83,36,47,0,83,75,0,75,0,0,0,0,0,6,0,2,1,64,3,5,4,6,0,0,30,21,31,1,0,0,378,142,236,0,378,1,254,61,17,20,18,5,2,130,71,163,3,0,11,9,5,4,0,9,0,3,3,2,0,0,0,1,6,1,2,0,0,0,83,0,378,0,9,0,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,8,62,0,0,4,79,0,9,369,0,0,9,0,0,0,0,0,9,0,9,0,20,0,19,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Letras - Português E Espanhol,118382,Letras português espanhol formação de professor,"""0115L12""",1,Educação,11,Educação,115,Formação de professores de letras,2,1,1,1,1,100,0,100,0,80,0,20,0,657,0,657,0,633,0,24,0,89,53,36,0,89,78,0,78,0,0,0,0,0,11,0,0,1,52,11,12,7,5,1,0,37,17,32,0,0,3,394,249,145,0,394,1,187,59,57,39,39,10,2,136,69,172,2,0,15,9,4,5,0,9,0,1,5,1,1,0,1,0,1,3,5,0,0,0,89,0,394,0,9,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,48,0,0,11,78,0,21,373,0,7,2,0,0,0,0,0,19,0,18,1,17,0,16,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Matemática,14505,Matemática formação de professor,"""0114M01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,1,1,1,180,80,100,0,140,0,40,0,826,308,518,0,816,0,10,0,130,46,84,56,74,127,0,127,0,0,0,0,0,2,0,1,4,92,12,8,2,7,5,0,48,14,65,2,0,1,482,155,327,225,257,5,319,68,27,22,26,13,2,173,62,233,10,0,4,22,8,14,11,11,0,15,5,1,0,1,0,0,6,2,13,1,0,0,130,0,482,0,22,0,11,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,3,1,15,10,7,0,4,8,2,1,1,0,1,1,16,94,0,0,18,112,0,44,438,0,14,8,0,0,0,0,0,14,0,14,0,13,0,11,4,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Medicina Veterinária,14507,Medicina veterinária,"""0841M01""",8,"Agricultura, silvicultura, pesca e veterinária",84,Veterinária,841,Veterinária,1,1,1,1,1,120,120,0,0,100,0,20,0,3137,3137,0,0,3036,0,101,0,122,84,38,122,0,97,0,97,0,0,0,0,0,4,0,21,2,100,11,5,2,2,0,0,57,18,41,3,0,3,600,433,167,600,0,2,402,105,49,19,16,7,0,259,68,257,8,0,8,31,26,5,31,0,0,7,17,3,2,2,0,0,15,2,14,0,0,0,122,0,599,1,31,0,22,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,0,3,3,3,0,1,0,0,0,0,0,0,0,9,36,0,0,18,104,0,32,567,1,8,22,1,0,0,0,0,18,0,17,1,49,0,49,5,6,0,6,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Pedagogia,91975,Pedagogia,"""0113P01""",1,Educação,11,Educação,113,Formação de professores sem áreas específicas,2,1,1,1,1,100,100,0,0,80,0,20,0,1316,1316,0,0,1299,0,17,0,85,69,16,85,0,79,0,79,0,0,0,0,0,6,0,0,1,59,12,5,2,5,1,0,28,12,40,1,0,4,236,205,31,236,0,1,151,36,22,8,11,6,1,72,36,121,2,0,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,85,0,236,0,1,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,10,5,4,0,2,6,0,0,0,0,0,0,5,29,0,0,10,75,0,17,219,0,0,1,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,1,1,1,1,587,Química,14511,Química formação de professor,"""0114Q01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,1,1,1,160,60,100,0,120,0,40,0,790,229,561,0,784,0,6,0,114,59,55,40,74,113,0,113,0,0,0,0,0,1,0,0,4,77,14,7,4,7,1,0,49,12,52,0,0,1,440,235,205,163,277,4,260,91,29,20,23,13,0,141,57,231,5,0,6,17,11,6,8,9,0,10,4,1,0,2,0,0,4,1,11,1,0,0,114,0,440,0,17,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,2,5,18,11,9,0,7,9,0,0,0,0,0,0,3,111,0,0,16,98,0,42,398,0,9,8,0,0,0,0,0,20,0,19,0,32,0,32,2,0,0,0,0
